Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|O88545|CSN6_MOUSE	O88545	CSN6_MOUSE	Cops6	324	Mus musculus	COP9 signalosome complex subunit 6	1:Experimental evidence at protein level	42.28	1.0000	0.9990	9	0	9	16	0	16	     0	     0	     0	2C(57.0214), 3C(57.0214), 6C(57.0214), 7C(57.0214), 8C(57.0214)		tr|D3Z0F5|D3Z0F5_MOUSE
sp|O88569-2|ROA2_MOUSE	O88569-2	ROA2_MOUSE	Hnrnpa2b1	341	Mus musculus	Isoform 2 of Heterogeneous nuclear ribonucleoproteins A2/B1		50.73	1.0000	0.9990	13	0	13	25	0	25	     0	     0	     0	10H(156.1151), 2M(15.9949), 4C(57.0214), 7M(15.9949)		sp|O88569-3|ROA2_MOUSE, sp|O88569|ROA2_MOUSE
sp|O88587-2|COMT_MOUSE	O88587-2	COMT_MOUSE	Comt	222	Mus musculus	Isoform Soluble of Catechol O-methyltransferase		16.67	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0	11C(57.0214)		sp|O88587|COMT_MOUSE
sp|O88668|CREG1_MOUSE	O88668	CREG1_MOUSE	Creg1	220	Mus musculus	Protein CREG1	1:Experimental evidence at protein level	13.18	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0			
sp|O88685|PRS6A_MOUSE	O88685	PRS6A_MOUSE	Psmc3	442	Mus musculus	26S proteasome regulatory subunit 6A	1:Experimental evidence at protein level	50.45	1.0000	0.9990	18	0	18	26	0	26	     0	     0	     0	2M(15.9949)		
sp|O88696|CLPP_MOUSE	O88696	CLPP_MOUSE	Clpp	272	Mus musculus	ATP-dependent Clp protease proteolytic subunit, mitochondrial	1:Experimental evidence at protein level	12.13	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|O88712-2|CTBP1_MOUSE	O88712-2	CTBP1_MOUSE	Ctbp1	430	Mus musculus	Isoform 2 of C-terminal-binding protein 1		8.84	1.0000	0.9990	3	0	3	4	0	4	     0	     0	     0	8C(57.0214)		tr|A0A0J9YU62|A0A0J9YU62_MOUSE
sp|O88746|TOM1_MOUSE	O88746	TOM1_MOUSE	Tom1	492	Mus musculus	Target of Myb1 membrane trafficking protein	1:Experimental evidence at protein level	9.35	1.0000	0.9990	3	0	3	4	0	4	     0	     0	     0			tr|Q3UDC3|Q3UDC3_MOUSE
sp|O88844|IDHC_MOUSE	O88844	IDHC_MOUSE	Idh1	414	Mus musculus	Isocitrate dehydrogenase [NADP] cytoplasmic	1:Experimental evidence at protein level	40.82	1.0000	0.9990	14	8	14	16	9	16	     0	     0	     0	6C(57.0214), 9C(57.0214)		
sp|O88851|RBBP9_MOUSE	O88851	RBBP9_MOUSE	Rbbp9	186	Mus musculus	Putative hydrolase RBBP9	1:Experimental evidence at protein level	8.06	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|O88952|LIN7C_MOUSE	O88952	LIN7C_MOUSE	Lin7c	197	Mus musculus	Protein lin-7 homolog C	1:Experimental evidence at protein level	8.12	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			
sp|O88958|GNPI1_MOUSE	O88958	GNPI1_MOUSE	Gnpda1	289	Mus musculus	Glucosamine-6-phosphate isomerase 1	1:Experimental evidence at protein level	19.03	1.0000	0.9990	4	2	4	4	2	4	     0	     0	     0	5C(57.0214)		
sp|O88967|YMEL1_MOUSE	O88967	YMEL1_MOUSE	Yme1l1	715	Mus musculus	ATP-dependent zinc metalloprotease YME1L1	1:Experimental evidence at protein level	2.80	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|O88990|ACTN3_MOUSE	O88990	ACTN3_MOUSE	Actn3	900	Mus musculus	Alpha-actinin-3	2:Experimental evidence at transcript level	65.00	1.0000	0.9990	52	39	52	107	88	107	     0	     0	     0	10C(57.0214), 13M(15.9949), 1C(57.0214), 2C(57.0214), 2M(15.9949), 3M(15.9949), 5C(57.0214), 6C(57.0214), 6M(15.9949), 7C(57.0214), 8C(57.0214)		
sp|O89017|LGMN_MOUSE	O89017	LGMN_MOUSE	Lgmn	435	Mus musculus	Legumain	1:Experimental evidence at protein level	3.91	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|O89020-3|AFAM_MOUSE	O89020-3	AFAM_MOUSE	Afm	611	Mus musculus	Isoform 3 of Afamin		8.02	1.0000	0.9990	4	0	4	4	0	4	     0	     0	     0	10C(57.0214), 12C(57.0214), 3C(57.0214), 8C(57.0214)		sp|O89020|AFAM_MOUSE
sp|O89023|TPP1_MOUSE	O89023	TPP1_MOUSE	Tpp1	562	Mus musculus	Tripeptidyl-peptidase 1	1:Experimental evidence at protein level	5.69	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0			
sp|O89086|RBM3_MOUSE	O89086	RBM3_MOUSE	Rbm3	153	Mus musculus	RNA-binding protein 3	1:Experimental evidence at protein level	20.92	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0			tr|Q8BG13|Q8BG13_MOUSE
sp|O89104|SYPL2_MOUSE	O89104	SYPL2_MOUSE	Sypl2	264	Mus musculus	Synaptophysin-like protein 2	1:Experimental evidence at protein level	10.23	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0	11C(57.0214), 8M(15.9949)		
sp|O89112|LANC1_MOUSE	O89112	LANC1_MOUSE	Lancl1	399	Mus musculus	Glutathione S-transferase LANCL1	1:Experimental evidence at protein level	2.01	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			
sp|P00329|ADH1_MOUSE	P00329	ADH1_MOUSE	Adh1	375	Mus musculus	Alcohol dehydrogenase 1	1:Experimental evidence at protein level	14.67	1.0000	0.9990	4	4	4	6	6	6	     0	     0	     0	12C(57.0214), 2C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|P00405|COX2_MOUSE	P00405	COX2_MOUSE	Mtco2	227	Mus musculus	Cytochrome c oxidase subunit 2	1:Experimental evidence at protein level	37.44	1.0000	0.9990	4	4	4	21	21	21	     0	     0	     0	18C(57.0214), 1M(15.9949), 22C(57.0214), 4M(15.9949), 5M(15.9949)		
sp|P00493|HPRT_MOUSE	P00493	HPRT_MOUSE	Hprt1	218	Mus musculus	Hypoxanthine-guanine phosphoribosyltransferase	1:Experimental evidence at protein level	9.63	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|P00761|TRYP_PIG	P00761	TRYP_PIG		231	Sus scrofa	Trypsin	1:Experimental evidence at protein level	58.87	1.0000	0.9990	10	10	10	131	131	131	     0	     0	     0	12C(57.0214), 13C(57.0214), 17M(15.9949), 2C(57.0214), 9C(57.0214)		
sp|P00883|ALDOA_RABIT	P00883	ALDOA_RABIT	ALDOA	364	Oryctolagus cuniculus	Fructose-bisphosphate aldolase A	1:Experimental evidence at protein level	87.09	1.0000	0.9990	41	3	3	643	18	18	     0	     0	     0	18M(15.9949), 1M(15.9949), 25C(57.0214), 8M(15.9949)		
sp|P00920|CAH2_MOUSE	P00920	CAH2_MOUSE	Ca2	260	Mus musculus	Carbonic anhydrase 2	1:Experimental evidence at protein level	52.31	1.0000	0.9990	8	3	8	26	10	26	     0	     0	     0	10M(15.9949), 13K(156.1151)		
sp|P01654|KV3A1_MOUSE	P01654	KV3A1_MOUSE		111	Mus musculus	Ig kappa chain V-III region PC 2880/PC 1229	1:Experimental evidence at protein level	16.22	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			sp|P01655|KV3A2_MOUSE
sp|P01837|IGKC_MOUSE	P01837	IGKC_MOUSE	Igkc	107	Mus musculus	Immunoglobulin kappa constant	1:Experimental evidence at protein level	58.88	1.0000	0.9990	3	1	3	4	2	4	     0	     0	     0	27C(57.0214)		
sp|P01843|LAC1_MOUSE	P01843	LAC1_MOUSE		105	Mus musculus	Ig lambda-1 chain C region	1:Experimental evidence at protein level	16.19	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			tr|A0A0G2JE99|A0A0G2JE99_MOUSE
sp|P01872|IGHM_MOUSE	P01872	IGHM_MOUSE	Ighm	454	Mus musculus	Immunoglobulin heavy constant mu	1:Experimental evidence at protein level	3.52	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			tr|A0A075B5P6|A0A075B5P6_MOUSE
sp|P01898|HA10_MOUSE	P01898	HA10_MOUSE	H2-Q10	325	Mus musculus	H-2 class I histocompatibility antigen, Q10 alpha chain	1:Experimental evidence at protein level	3.08	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			
sp|P01899|HA11_MOUSE	P01899	HA11_MOUSE	H2-D1	362	Mus musculus	H-2 class I histocompatibility antigen, D-B alpha chain	1:Experimental evidence at protein level	2.76	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			tr|G3UZP7|G3UZP7_MOUSE
sp|P01901|HA1B_MOUSE	P01901	HA1B_MOUSE	H2-K1	369	Mus musculus	H-2 class I histocompatibility antigen, K-B alpha chain	1:Experimental evidence at protein level	2.71	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			
sp|P01942|HBA_MOUSE	P01942	HBA_MOUSE	Hba	142	Mus musculus	Hemoglobin subunit alpha	1:Experimental evidence at protein level	92.25	1.0000	0.9990	12	1	2	98	1	5	     0	     0	     0	11H(156.1151)		
sp|P02088|HBB1_MOUSE	P02088	HBB1_MOUSE	Hbb-b1	147	Mus musculus	Hemoglobin subunit beta-1	1:Experimental evidence at protein level	87.76	1.0000	0.9990	13	1	2	174	1	2	     0	     0	     0			
sp|P02089|HBB2_MOUSE	P02089	HBB2_MOUSE	Hbb-b2	147	Mus musculus	Hemoglobin subunit beta-2	1:Experimental evidence at protein level	71.43	1.0000	0.9990	10	3	3	64	12	12	     0	     0	     0	15M(15.9949), 5C(57.0214)		
sp|P02301|H3C_MOUSE	P02301	H3C_MOUSE	H3-5	136	Mus musculus	Histone H3.3C	3:Protein inferred from homology	6.62	1.0000	0.9988	1	0	1	1	0	1	     0	     0	     0			sp|P68433|H31_MOUSE, sp|P84228|H32_MOUSE, sp|P84244|H33_MOUSE, tr|A0A1W2P768|A0A1W2P768_MOUSE, tr|F8WI35|F8WI35_MOUSE
sp|P02534|K1M1_SHEEP	P02534	K1M1_SHEEP		412	Ovis aries	Keratin, type I microfibrillar 48 kDa, component 8C-1	1:Experimental evidence at protein level	1.70	1.0000	0.9990	1	0	0	6	0	0	     0	     0	     0			
sp|P02535-2|K1C10_MOUSE	P02535-2	K1C10_MOUSE	Krt10	561	Mus musculus	Isoform 2 of Keratin, type I cytoskeletal 10		19.96	1.0000	0.9990	14	0	2	82	0	3	     0	     0	     0			sp|P02535|K1C10_MOUSE
sp|P02662|CASA1_BOVIN	P02662	CASA1_BOVIN	CSN1S1	214	Bos taurus	Alpha-S1-casein	1:Experimental evidence at protein level	26.17	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	3M(15.9949)		
sp|P02663|CASA2_BOVIN	P02663	CASA2_BOVIN	CSN1S2	222	Bos taurus	Alpha-S2-casein	1:Experimental evidence at protein level	21.17	1.0000	0.9990	5	5	5	9	9	9	     0	     0	     0	4C(57.0214), 8C(57.0214)		
sp|P02666|CASB_BOVIN	P02666	CASB_BOVIN	CSN2	224	Bos taurus	Beta-casein	1:Experimental evidence at protein level	8.48	1.0000	0.9990	1	1	1	10	10	10	     0	     0	     0	2M(15.9949)		
sp|P02668|CASK_BOVIN	P02668	CASK_BOVIN	CSN3	190	Bos taurus	Kappa-casein	1:Experimental evidence at protein level	20.53	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	2C(57.0214), 9M(15.9949)		
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	Homo sapiens	Albumin	1:Experimental evidence at protein level	28.57	1.0000	0.9990	17	9	9	50	14	14	     0	     0	     0	11C(57.0214), 2C(57.0214), 3C(57.0214)		
sp|P02769|ALBU_BOVIN	P02769	ALBU_BOVIN	ALB	607	Bos taurus	Albumin	1:Experimental evidence at protein level	60.96	1.0000	0.9990	33	28	31	74	51	57	     0	     0	     0	10C(57.0214), 11C(57.0214), 1C(57.0214), 1M(15.9949), 2C(57.0214), 30C(57.0214), 3C(57.0214), 3M(15.9949), 4C(57.0214), 5C(57.0214), 6C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|P03953-2|CFAD_MOUSE	P03953-2	CFAD_MOUSE	Cfd	258	Mus musculus	Isoform 2 of Complement factor D		25.58	1.0000	0.9990	5	0	5	9	0	9	     0	     0	     0	13C(57.0214), 3C(57.0214), 9C(57.0214)		sp|P03953|CFAD_MOUSE
sp|P03987-2|IGHG3_MOUSE	P03987-2	IGHG3_MOUSE		329	Mus musculus	Isoform 2 of Ig gamma-3 chain C region		9.42	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0			sp|P03987|IGHG3_MOUSE, tr|A0A075B5P5|A0A075B5P5_MOUSE, tr|A0A1Y7VJN6|A0A1Y7VJN6_MOUSE
sp|P04040|CATA_HUMAN	P04040	CATA_HUMAN	CAT	527	Homo sapiens	Catalase	1:Experimental evidence at protein level	24.10	1.0000	0.9990	12	7	7	16	9	9	     0	     0	     0			
sp|P04117|FABP4_MOUSE	P04117	FABP4_MOUSE	Fabp4	132	Mus musculus	Fatty acid-binding protein, adipocyte	1:Experimental evidence at protein level	68.94	1.0000	0.9990	11	10	11	45	43	45	     0	     0	     0	10C(57.0214), 11M(15.9949), 5C(57.0214), 9C(57.0214)		
sp|P04247|MYG_MOUSE	P04247	MYG_MOUSE	Mb	154	Mus musculus	Myoglobin	1:Experimental evidence at protein level	79.87	1.0000	0.9990	17	0	17	121	0	121	     0	     0	     0	13M(15.9949), 14K(156.1151), 14M(15.9949), 15K(140.1201), 3C(57.0214), 3H(156.1151), 4C(57.0214), 5M(15.9949)		
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	Homo sapiens	Keratin, type II cytoskeletal 1	1:Experimental evidence at protein level	68.94	1.0000	0.9990	65	43	65	437	292	437	     0	     0	     0	11M(15.9949), 1M(15.9949), 2K(156.1151), 2M(15.9949), 4C(57.0214), 5C(57.0214), 5M(15.9949), 6M(15.9949), 7M(15.9949), 8M(15.9949), 9M(15.9949)		
sp|P04370-10|MBP_MOUSE	P04370-10	MBP_MOUSE	Mbp	191	Mus musculus	Isoform 10 of Myelin basic protein		32.98	1.0000	0.9990	5	0	5	5	0	5	     0	     0	     0			sp|P04370-4|MBP_MOUSE, sp|P04370-5|MBP_MOUSE
sp|P04919-2|B3AT_MOUSE	P04919-2	B3AT_MOUSE	Slc4a1	850	Mus musculus	Isoform 2 of Band 3 anion transport protein		1.53	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			sp|P04919|B3AT_MOUSE
sp|P04925|PRIO_MOUSE	P04925	PRIO_MOUSE	Prnp	254	Mus musculus	Major prion protein	1:Experimental evidence at protein level	4.72	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	6C(57.0214)		
sp|P05063|ALDOC_MOUSE	P05063	ALDOC_MOUSE	Aldoc	363	Mus musculus	Fructose-bisphosphate aldolase C	1:Experimental evidence at protein level	28.93	1.0000	0.9990	12	2	2	119	6	6	     0	     0	     0	18M(15.9949), 25C(57.0214), 8M(15.9949)		
sp|P05064|ALDOA_MOUSE	P05064	ALDOA_MOUSE	Aldoa	364	Mus musculus	Fructose-bisphosphate aldolase A	1:Experimental evidence at protein level	96.15	1.0000	0.9990	50	0	50	859	0	859	     0	     0	     0	10C(57.0214), 12M(15.9949), 13C(57.0214), 18M(15.9949), 1C(57.0214), 24H(156.1151), 25C(57.0214), 2C(57.0214), 4C(156.1151), 4C(57.0214), 5C(57.0214), 8C(57.0214), 8M(15.9949), 9C(57.0214)		
sp|P05132-2|KAPCA_MOUSE	P05132-2	KAPCA_MOUSE	Prkaca	343	Mus musculus	Isoform 2 of cAMP-dependent protein kinase catalytic subunit alpha		30.90	1.0000	0.9990	9	0	9	12	0	12	     0	     0	     0	5C(57.0214)		sp|P05132|KAPCA_MOUSE
sp|P05201|AATC_MOUSE	P05201	AATC_MOUSE	Got1	413	Mus musculus	Aspartate aminotransferase, cytoplasmic	1:Experimental evidence at protein level	74.58	1.0000	0.9990	27	19	27	129	73	129	     0	     0	     0	11C(57.0214), 14M(15.9949), 3M(15.9949), 4C(57.0214), 6C(57.0214), 6M(15.9949)		
sp|P05202|AATM_MOUSE	P05202	AATM_MOUSE	Got2	430	Mus musculus	Aspartate aminotransferase, mitochondrial	1:Experimental evidence at protein level	67.67	1.0000	0.9990	27	26	26	112	111	111	     0	     0	     0	10C(57.0214), 12C(57.0214), 16C(57.0214), 18C(57.0214), 1M(15.9949), 2C(57.0214), 2M(15.9949), 4M(15.9949), 6M(15.9949), 8C(57.0214)		
sp|P05977|MYL1_MOUSE	P05977	MYL1_MOUSE	Myl1	188	Mus musculus	Myosin light chain 1/3, skeletal muscle isoform	1:Experimental evidence at protein level	90.43	1.0000	0.9990	26	0	26	303	0	303	     0	     0	     0	10M(15.9949), 11M(15.9949), 17C(57.0214), 17K(156.1151), 19C(57.0214), 1M(15.9949), 9M(15.9949)		
sp|P06151|LDHA_MOUSE	P06151	LDHA_MOUSE	Ldha	332	Mus musculus	L-lactate dehydrogenase A chain	1:Experimental evidence at protein level	80.12	1.0000	0.9990	30	0	30	224	0	224	     0	     0	     0	11M(15.9949), 12M(15.9949), 13C(57.0214), 19M(15.9949), 20M(15.9949), 21M(15.9949), 3C(57.0214), 3M(15.9949), 4M(15.9949), 5M(15.9949), 6C(57.0214), 6M(15.9949), 7M(15.9949), 8C(57.0214), 8M(15.9949)		tr|A0A1B0GSX0|A0A1B0GSX0_MOUSE
sp|P06728|APOA4_MOUSE	P06728	APOA4_MOUSE	Apoa4	395	Mus musculus	Apolipoprotein A-IV	1:Experimental evidence at protein level	48.86	1.0000	0.9990	14	14	14	20	20	20	     0	     0	     0			
sp|P06732|KCRM_HUMAN	P06732	KCRM_HUMAN	CKM	381	Homo sapiens	Creatine kinase M-type	1:Experimental evidence at protein level	87.14	1.0000	0.9990	45	8	8	745	41	41	     0	     0	     0	17C(57.0214), 18C(57.0214), 27M(15.9949), 2M(15.9949), 30M(15.9949), 31C(57.0214), 6M(15.9949), 7M(15.9949)		
sp|P06745|G6PI_MOUSE	P06745	G6PI_MOUSE	Gpi	558	Mus musculus	Glucose-6-phosphate isomerase	1:Experimental evidence at protein level	62.72	1.0000	0.9990	35	16	35	174	82	174	     0	     0	     0	10M(15.9949), 14M(15.9949), 19M(15.9949), 1M(15.9949), 3M(15.9949), 4C(57.0214), 5M(15.9949), 7M(15.9949), 8M(15.9949)		
sp|P06797|CATL1_MOUSE	P06797	CATL1_MOUSE	Ctsl	334	Mus musculus	Procathepsin L	1:Experimental evidence at protein level	1.50	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			
sp|P06801|MAOX_MOUSE	P06801	MAOX_MOUSE	Me1	572	Mus musculus	NADP-dependent malic enzyme	1:Experimental evidence at protein level	28.32	1.0000	0.9990	10	0	10	12	0	12	     0	     0	     0	9C(57.0214)		
sp|P07309|TTHY_MOUSE	P07309	TTHY_MOUSE	Ttr	147	Mus musculus	Transthyretin	1:Experimental evidence at protein level	63.27	1.0000	0.9990	7	7	7	15	15	15	     0	     0	     0			
sp|P07310|KCRM_MOUSE	P07310	KCRM_MOUSE	Ckm	381	Mus musculus	Creatine kinase M-type	1:Experimental evidence at protein level	96.06	1.0000	0.9990	59	10	58	1527	257	1524	     0	     0	     0	10H(156.1151), 10M(15.9949), 11C(57.0214), 11M(15.9949), 14K(156.1151), 17C(57.0214), 17K(156.1151), 18C(57.0214), 21H(156.1151), 25M(15.9949), 27M(15.9949), 29C(156.1151), 29C(57.0214), 29M(15.9949), 2C(57.0214), 2M(15.9949), 30M(15.9949), 31C(57.0214), 33C(57.0214), 3C(57.0214), 3H(156.1151), 4M(15.9949), 5M(15.9949), 6M(15.9949), 7M(15.9949), 8C(57.0214)		
sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	Homo sapiens	Cathepsin D	1:Experimental evidence at protein level	36.41	1.0000	0.9990	11	10	10	38	31	31	     0	     0	     0	11M(15.9949), 14M(15.9949), 3C(57.0214), 6C(57.0214)		
sp|P07356|ANXA2_MOUSE	P07356	ANXA2_MOUSE	Anxa2	339	Mus musculus	Annexin A2	1:Experimental evidence at protein level	61.65	1.0000	0.9990	23	0	23	57	0	57	     0	     0	     0	14C(57.0214), 7M(15.9949)		
sp|P07361|A1AG2_MOUSE	P07361	A1AG2_MOUSE	Orm2	207	Mus musculus	Alpha-1-acid glycoprotein 2	1:Experimental evidence at protein level	4.35	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			
sp|P07724|ALBU_MOUSE	P07724	ALBU_MOUSE	Alb	608	Mus musculus	Albumin	1:Experimental evidence at protein level	78.78	1.0000	0.9990	56	49	56	509	462	509	     0	     0	     0	10C(57.0214), 11C(57.0214), 12C(57.0214), 12M(15.9949), 13C(57.0214), 13K(156.1151), 14C(57.0214), 17C(57.0214), 17M(15.9949), 18C(57.0214), 1C(57.0214), 26C(57.0214), 2C(57.0214), 2M(15.9949), 30C(57.0214), 31C(57.0214), 3C(57.0214), 3M(15.9949), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 7M(15.9949), 8C(57.0214), 9C(57.0214)		
sp|P07744|K2C4_MOUSE	P07744	K2C4_MOUSE	Krt4	525	Mus musculus	Keratin, type II cytoskeletal 4	1:Experimental evidence at protein level	14.10	1.0000	0.9964	9	2	2	27	2	2	     0	     0	     0	10M(15.9949)		
sp|P07758|A1AT1_MOUSE	P07758	A1AT1_MOUSE	Serpina1a	413	Mus musculus	Alpha-1-antitrypsin 1-1	1:Experimental evidence at protein level	54.24	1.0000	0.9990	18	0	18	83	0	83	     0	     0	     0	1M(15.9949), 23M(15.9949), 25M(15.9949), 3M(15.9949)		tr|A0A0A0MQA3|A0A0A0MQA3_MOUSE
sp|P07901|HS90A_MOUSE	P07901	HS90A_MOUSE	Hsp90aa1	733	Mus musculus	Heat shock protein HSP 90-alpha	1:Experimental evidence at protein level	44.61	1.0000	0.9990	29	13	15	51	16	19	     0	     0	     0	16C(57.0214), 4M(15.9949), 6C(57.0214), 7C(57.0214)		
sp|P07934|PHKG1_MOUSE	P07934	PHKG1_MOUSE	Phkg1	388	Mus musculus	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform	1:Experimental evidence at protein level	31.44	1.0000	0.9990	10	4	10	12	5	12	     0	     0	     0	13M(15.9949), 7C(57.0214)		
sp|P08003|PDIA4_MOUSE	P08003	PDIA4_MOUSE	Pdia4	638	Mus musculus	Protein disulfide-isomerase A4	1:Experimental evidence at protein level	13.01	1.0000	0.9990	5	0	5	5	0	5	     0	     0	     0			tr|A0A0R4J0Z1|A0A0R4J0Z1_MOUSE
sp|P08030|APT_MOUSE	P08030	APT_MOUSE	Aprt	180	Mus musculus	Adenine phosphoribosyltransferase	1:Experimental evidence at protein level	23.33	1.0000	0.9990	3	1	3	4	1	4	     0	     0	     0			
sp|P08071|TRFL_MOUSE	P08071	TRFL_MOUSE	Ltf	707	Mus musculus	Lactotransferrin	1:Experimental evidence at protein level	2.83	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0	4M(15.9949)		
sp|P08074|CBR2_MOUSE	P08074	CBR2_MOUSE	Cbr2	244	Mus musculus	Carbonyl reductase [NADPH] 2	1:Experimental evidence at protein level	10.25	1.0000	0.9990	2	0	2	3	0	3	     0	     0	     0			
sp|P08113|ENPL_MOUSE	P08113	ENPL_MOUSE	Hsp90b1	802	Mus musculus	Endoplasmin	1:Experimental evidence at protein level	32.92	1.0000	0.9990	26	10	24	43	15	36	     0	     0	     0	12M(15.9949), 6C(57.0214)		
sp|P08207|S10AA_MOUSE	P08207	S10AA_MOUSE	S100a10	97	Mus musculus	Protein S100-A10	1:Experimental evidence at protein level	17.53	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|P08226|APOE_MOUSE	P08226	APOE_MOUSE	Apoe	311	Mus musculus	Apolipoprotein E	1:Experimental evidence at protein level	13.83	1.0000	0.9990	3	1	3	3	1	3	     0	     0	     0			
sp|P08228|SODC_MOUSE	P08228	SODC_MOUSE	Sod1	154	Mus musculus	Superoxide dismutase [Cu-Zn]	1:Experimental evidence at protein level	72.73	1.0000	0.9990	8	8	8	28	28	28	     0	     0	     0	34C(57.0214)		
sp|P08249|MDHM_MOUSE	P08249	MDHM_MOUSE	Mdh2	338	Mus musculus	Malate dehydrogenase, mitochondrial	1:Experimental evidence at protein level	68.05	1.0000	0.9990	21	11	21	141	82	141	     0	     0	     0	10M(15.9949), 11C(57.0214), 18C(57.0214), 1M(15.9949), 2C(57.0214), 4C(57.0214), 6C(57.0214), 9C(57.0214), 9M(15.9949)		
sp|P08551|NFL_MOUSE	P08551	NFL_MOUSE	Nefl	543	Mus musculus	Neurofilament light polypeptide	1:Experimental evidence at protein level	44.20	1.0000	0.9990	21	18	18	28	23	23	     0	     0	     0	7C(57.0214)		
sp|P08553|NFM_MOUSE	P08553	NFM_MOUSE	Nefm	848	Mus musculus	Neurofilament medium polypeptide	1:Experimental evidence at protein level	31.37	1.0000	0.9990	22	0	21	30	0	28	     0	     0	     0			tr|A0A0R4J036|A0A0R4J036_MOUSE
sp|P08752|GNAI2_MOUSE	P08752	GNAI2_MOUSE	Gnai2	355	Mus musculus	Guanine nucleotide-binding protein G(i) subunit alpha-2	1:Experimental evidence at protein level	4.23	1.0000	0.9990	1	0	1	2	0	2	     0	     0	     0			
sp|P09041|PGK2_MOUSE	P09041	PGK2_MOUSE	Pgk2	417	Mus musculus	Phosphoglycerate kinase 2	1:Experimental evidence at protein level	23.26	1.0000	0.9990	12	1	1	77	2	2	     0	     0	     0			
sp|P09055-2|ITB1_MOUSE	P09055-2	ITB1_MOUSE	Itgb1	801	Mus musculus	Isoform 2 of Integrin beta-1		19.10	1.0000	0.9990	11	0	11	17	0	17	     0	     0	     0	12C(57.0214), 15C(57.0214), 16C(57.0214), 2C(57.0214), 4C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|P09103|PDIA1_MOUSE	P09103	PDIA1_MOUSE	P4hb	509	Mus musculus	Protein disulfide-isomerase	1:Experimental evidence at protein level	54.42	1.0000	0.9990	26	17	26	58	41	58	     0	     0	     0	1M(15.9949), 5C(57.0214), 6M(15.9949), 8M(15.9949)		
sp|P09211|GSTP1_HUMAN	P09211	GSTP1_HUMAN	GSTP1	210	Homo sapiens	Glutathione S-transferase P	1:Experimental evidence at protein level	50.00	1.0000	0.9990	7	6	6	14	12	12	     0	     0	     0	10M(15.9949), 3C(57.0214)		
sp|P09405|NUCL_MOUSE	P09405	NUCL_MOUSE	Ncl	707	Mus musculus	Nucleolin	1:Experimental evidence at protein level	9.34	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0			
sp|P09411|PGK1_MOUSE	P09411	PGK1_MOUSE	Pgk1	417	Mus musculus	Phosphoglycerate kinase 1	1:Experimental evidence at protein level	83.93	1.0000	0.9990	41	13	41	392	140	392	     0	     0	     0	10M(15.9949), 11C(57.0214), 11M(15.9949), 14C(57.0214), 14M(15.9949), 15C(57.0214), 15M(15.9949), 16M(15.9949), 17C(57.0214), 19C(57.0214), 20M(15.9949), 2C(57.0214), 3M(15.9949), 4M(15.9949), 5M(15.9949), 7M(15.9949), 8C(57.0214)		
